Species ,Biorep,Subtype,Ci ,A,Pairing,Pressure,Temp,Ci_p,Cm,Qobs,Plant
Aros,2,NAD-ME,264.663526,42.32212095,c,101,31.19051743,264.663526,264.663526,1800,14
Aros,2,NAD-ME,445.4966348,43.83110728,c,101,31.19127464,445.4966348,445.4966348,1800,14
Aros,2,NAD-ME,817.2151067,45.36377342,c,101,31.1726017,817.2151067,817.2151067,1800,14
Aros,2,NAD-ME,1406.559997,49.7423843,c,101,31.15777206,1406.559997,1406.559997,1800,14
Aros,3,NAD-ME,3.956778069,0.896607215,c,100.25,29.76631737,3.956778069,3.956778069,1800,15
Aros,3,NAD-ME,7.324791434,3.480327743,c,100.25,29.77949524,7.324791434,7.324791434,1800,15
Aros,3,NAD-ME,11.80667552,6.892001954,c,100.25,29.79824448,11.80667552,11.80667552,1800,15
Aros,3,NAD-ME,15.91116179,10.07859259,c,100.25,29.90356636,15.91116179,15.91116179,1800,15
Aros,3,NAD-ME,20.1412851,13.09796583,c,100.25,29.86053467,20.1412851,20.1412851,1800,15
Aros,3,NAD-ME,23.80627308,15.71398546,c,100.25,29.8752346,23.80627308,23.80627308,1800,15
Aros,3,NAD-ME,32.71573145,20.45237081,c,100.25,29.90742874,32.71573145,32.71573145,1800,15
Aros,3,NAD-ME,41.78234329,24.39459569,c,100.25,29.97033691,41.78234329,41.78234329,1800,15
Aros,3,NAD-ME,51.86820521,27.54208761,c,100.25,29.95852089,51.86820521,51.86820521,1800,15
Aros,3,NAD-ME,75.8863378,32.9719349,c,100.25,29.99150085,75.8863378,75.8863378,1800,15
Aros,3,NAD-ME,114.729054,37.18107957,c,100.25,30.01332855,114.729054,114.729054,1800,15
Aros,3,NAD-ME,203.2723031,40.59145264,c,100.25,30.03342819,203.2723031,203.2723031,1800,15
Aros,3,NAD-ME,281.416845,42.40667816,c,100.25,30.27103996,281.416845,281.416845,1800,15
Aros,3,NAD-ME,298.0319946,41.60145402,c,100.25,30.01889992,298.0319946,298.0319946,1800,15
Aros,3,NAD-ME,563.5368597,42.77840719,c,100.25,29.99310875,563.5368597,563.5368597,1800,15
Aros,3,NAD-ME,927.8485203,43.31088937,c,100.25,29.96762276,927.8485203,927.8485203,1800,15
Aros,3,NAD-ME,1490.511408,45.86797209,c,100.25,29.94933891,1490.511408,1490.511408,1800,15
Aros,4,NAD-ME,4.708244706,0.33100892,c,99.8,30.12089539,4.708244706,4.708244706,1800,16
Aros,4,NAD-ME,8.693731044,1.897008513,c,99.8,30.11947632,8.693731044,8.693731044,1800,16
Aros,4,NAD-ME,13.0391469,4.434914201,c,99.8,30.11400032,13.0391469,13.0391469,1800,16
Aros,4,NAD-ME,17.43748978,6.928402311,c,99.8,30.1141758,17.43748978,17.43748978,1800,16
Aros,4,NAD-ME,21.12711571,9.530974834,c,99.8,30.11249161,21.12711571,21.12711571,1800,16
Aros,4,NAD-ME,23.89167314,12.05197636,c,99.8,30.16115952,23.89167314,23.89167314,1800,16
Aros,4,NAD-ME,31.12490961,16.18472644,c,99.8,30.24610901,31.12490961,31.12490961,1800,16
Aros,4,NAD-ME,37.13782608,19.29693433,c,99.8,30.34630775,37.13782608,37.13782608,1800,16
Aros,4,NAD-ME,42.5069738,20.73458516,c,99.8,30.4842701,42.5069738,42.5069738,1800,16
Aros,4,NAD-ME,55.12584062,23.99888559,c,99.8,30.6164341,55.12584062,55.12584062,1800,16
Aros,4,NAD-ME,72.4350811,26.88605743,c,99.8,30.75214767,72.4350811,72.4350811,1800,16
Aros,4,NAD-ME,109.910314,31.51026943,c,99.8,30.84993362,109.910314,109.910314,1800,16
Aros,4,NAD-ME,152.3096441,33.49032844,c,99.8,30.93991661,152.3096441,152.3096441,1800,16
Aros,4,NAD-ME,229.4629627,37.9522451,c,99.8,30.96034431,229.4629627,229.4629627,1800,16
Aros,4,NAD-ME,337.081722,38.04349889,c,99.8,30.93621254,337.081722,337.081722,1800,16
Aros,4,NAD-ME,711.4351971,39.37105259,c,99.8,30.78722954,711.4351971,711.4351971,1800,16
Aros,4,NAD-ME,1355.132461,41.58998003,c,99.8,30.58499527,1355.132461,1355.132461,1800,16
Aros,5,NAD-ME,4.960357096,0.258544118,c,99.3,30.74994469,4.960357096,4.960357096,1800,17
Aros,5,NAD-ME,8.287453044,2.17364394,c,99.3,30.70795822,8.287453044,8.287453044,1800,17
Aros,5,NAD-ME,12.55893302,4.975970738,c,99.3,30.66112518,12.55893302,12.55893302,1800,17
Aros,5,NAD-ME,15.83104333,8.258927607,c,99.3,30.59177589,15.83104333,15.83104333,1800,17
Aros,5,NAD-ME,20.06748955,11.10956083,c,99.3,30.68684769,20.06748955,20.06748955,1800,17
Aros,5,NAD-ME,23.94107484,13.67339424,c,99.3,30.62926483,23.94107484,23.94107484,1800,17
Aros,5,NAD-ME,31.26862414,18.35506656,c,99.3,30.66409683,31.26862414,31.26862414,1800,17
Aros,5,NAD-ME,38.10174845,21.60536266,c,99.3,30.71200752,38.10174845,38.10174845,1800,17
Aros,5,NAD-ME,44.45525225,23.18937046,c,99.3,30.77573967,44.45525225,44.45525225,1800,17
Aros,5,NAD-ME,57.29547898,26.765392,c,99.3,30.84632492,57.29547898,57.29547898,1800,17
Aros,5,NAD-ME,73.61170566,29.79032715,c,99.3,30.91266251,73.61170566,73.61170566,1800,17
Aros,5,NAD-ME,110.9409819,34.04570485,c,99.3,30.97998619,110.9409819,110.9409819,1800,17
Aros,5,NAD-ME,147.5760049,35.35807676,c,99.3,31.04114723,147.5760049,147.5760049,1800,17
Aros,5,NAD-ME,223.0698764,39.85567754,c,99.3,31.0472393,223.0698764,223.0698764,1800,17
Aros,5,NAD-ME,323.3145183,39.20394567,c,99.3,31.03824234,323.3145183,323.3145183,1800,17
Aros,5,NAD-ME,656.0889303,41.91731625,c,99.3,30.97063065,656.0889303,656.0889303,1800,17
Aros,5,NAD-ME,1291.25625,45.75383275,c,99.3,30.84501457,1291.25625,1291.25625,1800,17
Bcocc,1,NADP-ME,3.570871622,0.660094552,b,100.3,30.70365906,3.570871622,3.570871622,1800,18
Bcocc,1,NADP-ME,7.009739504,2.167404332,b,100.3,30.70775986,7.009739504,7.009739504,1800,18
Bcocc,1,NADP-ME,11.18173169,4.279606697,b,100.3,30.75363541,11.18173169,11.18173169,1800,18
Bcocc,1,NADP-ME,15.61740729,6.238959803,b,100.3,30.80002022,15.61740729,15.61740729,1800,18
Bcocc,1,NADP-ME,19.59777503,8.156995371,b,100.3,30.82198334,19.59777503,19.59777503,1800,18
Bcocc,1,NADP-ME,23.52237752,9.831884835,b,100.3,30.83962631,23.52237752,23.52237752,1800,18
Bcocc,1,NADP-ME,30.65166991,13.04744084,b,100.3,31.10800171,30.65166991,30.65166991,1800,18
Bcocc,1,NADP-ME,40.22640946,15.67841859,b,100.3,30.92608643,40.22640946,40.22640946,1800,18
Bcocc,1,NADP-ME,47.67834951,17.66260242,b,100.3,30.97322273,47.67834951,47.67834951,1800,18
Bcocc,1,NADP-ME,62.74036018,21.48843066,b,100.3,31.03921509,62.74036018,62.74036018,1800,18
Bcocc,1,NADP-ME,83.65711822,24.6241736,b,100.3,31.13284111,83.65711822,83.65711822,1800,18
Bcocc,1,NADP-ME,126.3622945,29.28503158,b,100.3,31.21149063,126.3622945,126.3622945,1800,18
Bcocc,1,NADP-ME,173.424252,31.15227225,b,100.3,31.30297852,173.424252,173.424252,1800,18
Bcocc,1,NADP-ME,234.8552516,35.57164043,b,100.3,31.3038578,234.8552516,234.8552516,1800,18
Bcocc,1,NADP-ME,380.4344353,36.33022235,b,100.3,31.22277641,380.4344353,380.4344353,1800,18
Bcocc,1,NADP-ME,785.7182231,37.55484971,b,100.3,31.09488297,785.7182231,785.7182231,1800,18
Bcocc,1,NADP-ME,1401.203876,39.3911816,b,100.3,31.0165844,1401.203876,1401.203876,1800,18
Bcocc,2,NADP-ME,4.710260313,1.871947513,b,100.2,30.66477203,4.710260313,4.710260313,1800,19
Bcocc,2,NADP-ME,8.75454421,3.811395128,b,100.2,30.63438416,8.75454421,8.75454421,1800,19
Bcocc,2,NADP-ME,12.82729671,5.571397799,b,100.2,30.58645248,12.82729671,12.82729671,1800,19
Bcocc,2,NADP-ME,16.01531264,7.498247608,b,100.2,30.54986572,16.01531264,16.01531264,1800,19
Bcocc,2,NADP-ME,18.81018732,9.335022387,b,100.2,30.51530647,18.81018732,18.81018732,1800,19
Bcocc,2,NADP-ME,27.3440931,13.4306005,b,100.2,30.47104263,27.3440931,27.3440931,1800,19
Bcocc,2,NADP-ME,35.28043772,17.09733547,b,100.2,30.52821541,35.28043772,35.28043772,1800,19
Bcocc,2,NADP-ME,52.75521351,23.43421017,b,100.2,30.51831436,52.75521351,52.75521351,1800,19
Bcocc,2,NADP-ME,69.0766826,27.49384705,b,100.2,30.54749298,69.0766826,69.0766826,1800,19
Bcocc,2,NADP-ME,104.1705761,32.00293982,b,100.2,30.60028076,104.1705761,104.1705761,1800,19
Bcocc,2,NADP-ME,112.9375786,30.96446606,b,100.2,30.79898071,112.9375786,112.9375786,1800,19
Bcocc,2,NADP-ME,124.214607,33.94301959,b,100.2,31.03413391,124.214607,124.214607,1800,19
Bcocc,2,NADP-ME,199.08469,33.32959763,b,100.2,31.15611458,199.08469,199.08469,1800,19
Bcocc,2,NADP-ME,428.6024128,35.49731755,b,100.2,30.94459915,428.6024128,428.6024128,1800,19
Bcocc,2,NADP-ME,971.5844004,38.5744542,b,100.2,30.60006523,971.5844004,971.5844004,1800,19
Bcocc,3,NADP-ME,6.396047893,2.385607496,b,100.7,31.59906578,6.396047893,6.396047893,1800,20
Bcocc,3,NADP-ME,8.650750972,4.512676632,b,100.7,31.38460541,8.650750972,8.650750972,1800,20
Bcocc,3,NADP-ME,11.60155563,6.537166194,b,100.7,31.04938889,11.60155563,11.60155563,1800,20
Bcocc,3,NADP-ME,15.09315502,8.599279827,b,100.7,30.776577,15.09315502,15.09315502,1800,20
Bcocc,3,NADP-ME,18.54627283,10.52146756,b,100.7,30.64129639,18.54627283,18.54627283,1800,20
Bcocc,3,NADP-ME,29.16154838,14.65161514,b,100.7,30.53274536,29.16154838,29.16154838,1800,20
Bcocc,3,NADP-ME,42.05280623,18.3735297,b,100.7,30.53500938,42.05280623,42.05280623,1800,20
Bcocc,3,NADP-ME,73.91063953,23.36185205,b,100.7,30.58129501,73.91063953,73.91063953,1800,20
Bcocc,3,NADP-ME,112.4017741,26.27437678,b,100.7,30.70623016,112.4017741,112.4017741,1800,20
Bcocc,3,NADP-ME,194.3202605,29.02442846,b,100.7,30.74054909,194.3202605,194.3202605,1800,20
Bcocc,3,NADP-ME,225.3381843,34.98292201,b,100.7,30.68042564,225.3381843,225.3381843,1800,20
Bcocc,3,NADP-ME,272.3980022,31.03806037,b,100.7,30.65833855,272.3980022,272.3980022,1800,20
Bcocc,3,NADP-ME,515.8929851,33.77985769,b,100.7,30.76814461,515.8929851,515.8929851,1800,20
Bcocc,3,NADP-ME,807.13337,36.1865462,b,100.7,30.82566833,807.13337,807.13337,1800,20
Bcocc,3,NADP-ME,1046.200679,37.75629909,b,100.7,30.71426201,1046.200679,1046.200679,1800,20
Bcocc,4,NADP-ME,5.243644376,2.549234544,b,101.1,30.9683609,5.243644376,5.243644376,1800,21
Bcocc,4,NADP-ME,8.761503153,4.760187027,b,101.1,30.87685966,8.761503153,8.761503153,1800,21
Bcocc,4,NADP-ME,12.6746369,6.801645813,b,101.1,30.83817673,12.6746369,12.6746369,1800,21
Bcocc,4,NADP-ME,17.40513907,8.826849866,b,101.1,30.47871208,17.40513907,17.40513907,1800,21
Bcocc,4,NADP-ME,22.43348892,10.71276145,b,101.1,30.42953491,22.43348892,22.43348892,1800,21
Bcocc,4,NADP-ME,33.31569089,14.82995179,b,101.1,30.33099937,33.31569089,33.31569089,1800,21
Bcocc,4,NADP-ME,48.3452165,18.7691654,b,101.1,30.21888351,48.3452165,48.3452165,1800,21
Bcocc,4,NADP-ME,78.04099434,24.23666534,b,101.1,30.10860634,78.04099434,78.04099434,1800,21
Bcocc,4,NADP-ME,113.6706138,27.48869587,b,101.1,30.37984085,113.6706138,113.6706138,1800,21
Bcocc,4,NADP-ME,191.7927665,30.38298871,b,101.1,30.19340706,191.7927665,191.7927665,1800,21
Bcocc,4,NADP-ME,217.0374575,35.60375116,b,101.1,30.18892097,217.0374575,217.0374575,1800,21
Bcocc,4,NADP-ME,261.7145555,31.45665232,b,101.1,30.34809685,261.7145555,261.7145555,1800,21
Bcocc,4,NADP-ME,484.6233209,33.86970407,b,101.1,30.33870125,484.6233209,484.6233209,1800,21
Bcocc,4,NADP-ME,778.0826156,35.22437418,b,101.1,30.7702713,778.0826156,778.0826156,1800,21
Bcocc,4,NADP-ME,1057.066987,36.45090879,b,101.1,30.57670593,1057.066987,1057.066987,1800,21
Bcocc ,5,NADP-ME,7.501380724,2.565586565,b,100.9,30.34909248,7.501380724,7.501380724,1800,22
Bcocc ,5,NADP-ME,10.66278386,4.789041978,b,100.9,30.29344177,10.66278386,10.66278386,1800,22
Bcocc ,5,NADP-ME,14.46937272,6.877147877,b,100.9,30.25400162,14.46937272,14.46937272,1800,22
Bcocc ,5,NADP-ME,19.12238653,8.874965006,b,100.9,30.21479988,19.12238653,19.12238653,1800,22
Bcocc ,5,NADP-ME,23.39952691,10.95159146,b,100.9,30.2106514,23.39952691,23.39952691,1800,22
Bcocc ,5,NADP-ME,34.76466309,15.61288146,b,100.9,30.22973442,34.76466309,34.76466309,1800,22
Bcocc ,5,NADP-ME,46.65632384,20.15751943,b,100.9,30.22683907,46.65632384,46.65632384,1800,22
Bcocc ,5,NADP-ME,74.89175367,27.47597998,b,100.9,30.22978973,74.89175367,74.89175367,1800,22
Bcocc ,5,NADP-ME,109.8874089,32.39956306,b,100.9,30.23488617,109.8874089,109.8874089,1800,22
Bcocc ,5,NADP-ME,194.7567651,36.21647296,b,100.9,30.24620628,194.7567651,194.7567651,1800,22
Bcocc ,5,NADP-ME,231.7520317,40.00958132,b,100.9,30.24872398,231.7520317,231.7520317,1800,22
Bcocc ,5,NADP-ME,286.2395954,37.6192083,b,100.9,30.25542068,286.2395954,286.2395954,1800,22
Bcocc ,5,NADP-ME,564.7493428,39.4835232,b,100.9,30.26030922,564.7493428,564.7493428,1800,22
Bcocc ,5,NADP-ME,938.9368066,40.44621668,b,100.9,30.2664032,938.9368066,938.9368066,1800,22
Bcocc ,5,NADP-ME,1302.295078,41.20276832,b,100.9,30.23037148,1302.295078,1302.295078,1800,22
Kscop,1,NADP-ME,5.570664892,0.122620046,c,101.1,30.09466743,5.570664892,5.570664892,1800,23
Kscop,1,NADP-ME,7.496270301,3.051000136,c,101.1,30.05596924,7.496270301,7.496270301,1800,23
Kscop,1,NADP-ME,10.8937322,6.367279531,c,101.1,30.10859489,10.8937322,10.8937322,1800,23
Kscop,1,NADP-ME,13.78910932,9.701708269,c,101.1,30.07009888,13.78910932,13.78910932,1800,23
Kscop,1,NADP-ME,16.62960541,12.76813904,c,101.1,29.96281815,16.62960541,16.62960541,1800,23
Kscop,1,NADP-ME,20.36505591,14.87758737,c,101.1,29.94881821,20.36505591,20.36505591,1800,23
Kscop,1,NADP-ME,27.31322202,19.45018441,c,101.1,29.94656754,27.31322202,27.31322202,1800,23
Kscop,1,NADP-ME,35.19017132,22.42429094,c,101.1,30.02134132,35.19017132,35.19017132,1800,23
Kscop,1,NADP-ME,42.48033631,24.80503248,c,101.1,29.91277885,42.48033631,42.48033631,1800,23
Kscop,1,NADP-ME,63.10937734,27.94624467,c,101.1,30.0258007,63.10937734,63.10937734,1800,23
Kscop,1,NADP-ME,99.20533455,30.63917863,c,101.1,29.9617939,99.20533455,99.20533455,1800,23
Kscop,1,NADP-ME,184.5290434,32.60352971,c,101.1,29.99139023,184.5290434,184.5290434,1800,23
Kscop,1,NADP-ME,279.9982755,32.68154908,c,101.1,29.91667747,279.9982755,279.9982755,1800,23
Kscop,1,NADP-ME,287.9836802,32.58711445,c,101.1,29.94854355,287.9836802,287.9836802,1800,23
Kscop,1,NADP-ME,546.2761125,33.73661216,c,101.1,29.97631454,546.2761125,546.2761125,1800,23
Kscop,1,NADP-ME,900.4446434,36.11102471,c,101.1,29.81548309,900.4446434,900.4446434,1800,23
Kscop,1,NADP-ME,1455.259966,39.83290527,c,101.1,29.82627106,1455.259966,1455.259966,1800,23
Kscop,2,NADP-ME,4.798541913,0.507254274,c,100.9,30.69219017,4.798541913,4.798541913,1800,24
Kscop,2,NADP-ME,7.618464266,3.256792111,c,100.9,30.63071632,7.618464266,7.618464266,1800,24
Kscop,2,NADP-ME,10.47491011,6.933086888,c,100.9,30.91211891,10.47491011,10.47491011,1800,24
Kscop,2,NADP-ME,13.98507786,10.11077109,c,100.9,30.8988018,13.98507786,13.98507786,1800,24
Kscop,2,NADP-ME,18.66436461,12.76802202,c,100.9,30.71952248,18.66436461,18.66436461,1800,24
Kscop,2,NADP-ME,23.50489221,14.75236794,c,100.9,30.62933922,23.50489221,23.50489221,1800,24
Kscop,2,NADP-ME,32.72011077,18.62992059,c,100.9,30.61863327,32.72011077,32.72011077,1800,24
Kscop,2,NADP-ME,42.59549912,21.48906847,c,100.9,30.62807655,42.59549912,42.59549912,1800,24
Kscop,2,NADP-ME,55.03831515,22.59743184,c,100.9,30.62054634,55.03831515,55.03831515,1800,24
Kscop,2,NADP-ME,81.11649088,25.14032878,c,100.9,30.62586975,81.11649088,81.11649088,1800,24
Kscop,2,NADP-ME,118.8979935,27.27548613,c,100.9,30.76816559,118.8979935,118.8979935,1800,24
Kscop,2,NADP-ME,209.2106463,28.81740379,c,100.9,30.59919739,209.2106463,209.2106463,1800,24
Kscop,2,NADP-ME,282.2826478,31.11974251,c,100.9,30.59140396,282.2826478,282.2826478,1800,24
Kscop,2,NADP-ME,309.1654207,29.31857736,c,100.9,30.58111954,309.1654207,309.1654207,1800,24
Kscop,2,NADP-ME,558.3647,31.51177304,c,100.9,30.7914257,558.3647,558.3647,1800,24
Kscop,2,NADP-ME,908.6491277,33.26685513,c,100.9,30.8156929,908.6491277,908.6491277,1800,24
Kscop,2,NADP-ME,1440.676099,39.88417477,c,100.9,30.68344307,1440.676099,1440.676099,1800,24
Kscop,3,NADP-ME,5.252371043,0.268417597,c,100,30.57805443,5.252371043,5.252371043,1800,25
Kscop,3,NADP-ME,9.089849959,2.921112026,c,100,30.37164879,9.089849959,9.089849959,1800,25
Kscop,3,NADP-ME,12.73663713,7.175423076,c,100,30.31042671,12.73663713,12.73663713,1800,25
Kscop,3,NADP-ME,17.62601425,10.26599639,c,100,30.27352715,17.62601425,17.62601425,1800,25
Kscop,3,NADP-ME,21.49522808,13.49723173,c,100,30.23789787,21.49522808,21.49522808,1800,25
Kscop,3,NADP-ME,25.84420392,15.7875562,c,100,30.19906998,25.84420392,25.84420392,1800,25
Kscop,3,NADP-ME,34.06005259,20.76964495,c,100,30.19163704,34.06005259,34.06005259,1800,25
Kscop,3,NADP-ME,42.50587098,24.64634968,c,100,30.21098518,42.50587098,42.50587098,1800,25
Kscop,3,NADP-ME,53.28504838,26.80234202,c,100,30.20569992,53.28504838,53.28504838,1800,25
Kscop,3,NADP-ME,78.76959748,31.49583026,c,100,30.12803268,78.76959748,78.76959748,1800,25
Kscop,3,NADP-ME,127.3348629,33.4788207,c,100,30.0878315,127.3348629,127.3348629,1800,25
Kscop,3,NADP-ME,224.8922075,35.75216927,c,100,29.99576569,224.8922075,224.8922075,1800,25
Kscop,3,NADP-ME,322.348797,35.87800164,c,100,29.91783524,322.348797,322.348797,1800,25
Kscop,3,NADP-ME,334.2455514,35.54051357,c,100,29.90241814,334.2455514,334.2455514,1800,25
Kscop,3,NADP-ME,595.9004711,37.54494202,c,100,29.82387733,595.9004711,595.9004711,1800,25
Kscop,3,NADP-ME,958.6584216,39.72966352,c,100,29.75323486,958.6584216,958.6584216,1800,25
Kscop,3,NADP-ME,1514.237937,45.56790286,c,100,29.72773933,1514.237937,1514.237937,1800,25
Kscop,4,NADP-ME,11.89359473,0.99875033,c,100,31.34695816,11.89359473,11.89359473,1800,26
Kscop,4,NADP-ME,14.23232954,4.666760899,c,100,31.26914215,14.23232954,14.23232954,1800,26
Kscop,4,NADP-ME,17.89583194,7.500537582,c,100,31.24423409,17.89583194,17.89583194,1800,26
Kscop,4,NADP-ME,21.68289644,9.965504331,c,100,31.1476841,21.68289644,21.68289644,1800,26
Kscop,4,NADP-ME,24.61830744,11.91015884,c,100,31.24482918,24.61830744,24.61830744,1800,26
Kscop,4,NADP-ME,33.41813307,16.07291153,c,100,31.18060684,33.41813307,33.41813307,1800,26
Kscop,4,NADP-ME,43.74655422,19.05091573,c,100,31.17050552,43.74655422,43.74655422,1800,26
Kscop,4,NADP-ME,52.69588377,21.80284806,c,100,31.17555237,52.69588377,52.69588377,1800,26
Kscop,4,NADP-ME,79.9143499,24.96535496,c,100,31.13785172,79.9143499,79.9143499,1800,26
Kscop,4,NADP-ME,126.3377268,26.99424157,c,100,31.0945549,126.3377268,126.3377268,1800,26
Kscop,4,NADP-ME,224.7433873,28.78619087,c,100,31.11243248,224.7433873,224.7433873,1800,26
Kscop,4,NADP-ME,317.6868522,29.73103504,c,100,31.05207443,317.6868522,317.6868522,1800,26
Kscop,4,NADP-ME,335.9486623,28.05359328,c,100,31.01268959,335.9486623,335.9486623,1800,26
Kscop,4,NADP-ME,591.4360368,30.58879271,c,100,30.99952316,591.4360368,591.4360368,1800,26
Kscop,4,NADP-ME,948.6285506,33.55101185,c,100,31.0971241,948.6285506,948.6285506,1800,26
Kscop,4,NADP-ME,1486.132028,42.73075546,c,100,31.02000237,1486.132028,1486.132028,1800,26
Kscop,5,NADP-ME,12.1970059,1.014020072,c,99.8,31.46150017,12.1970059,12.1970059,1800,27
Kscop,5,NADP-ME,15.71841261,4.689015322,c,99.8,31.4596405,15.71841261,15.71841261,1800,27
Kscop,5,NADP-ME,20.74908358,7.387831374,c,99.8,31.42738152,20.74908358,20.74908358,1800,27
Kscop,5,NADP-ME,23.77175607,10.50976921,c,99.8,31.40694809,23.77175607,23.77175607,1800,27
Kscop,5,NADP-ME,28.75952464,12.33660935,c,99.8,31.40375328,28.75952464,28.75952464,1800,27
Kscop,5,NADP-ME,38.57262236,16.39117074,c,99.8,31.3606987,38.57262236,38.57262236,1800,27
Kscop,5,NADP-ME,50.23937927,19.1333014,c,99.8,31.4770813,50.23937927,50.23937927,1800,27
Kscop,5,NADP-ME,62.97162982,21.01889904,c,99.8,31.55072021,62.97162982,62.97162982,1800,27
Kscop,5,NADP-ME,94.6106551,24.58053228,c,99.8,31.3034687,94.6106551,94.6106551,1800,27
Kscop,5,NADP-ME,142.788519,27.09124131,c,99.8,31.31531715,142.788519,142.788519,1800,27
Kscop,5,NADP-ME,239.7345255,29.25683832,c,99.8,31.28923225,239.7345255,239.7345255,1800,27
Kscop,5,NADP-ME,334.7677817,31.39174158,c,99.8,31.27860451,334.7677817,334.7677817,1800,27
Kscop,5,NADP-ME,345.7479043,29.99902109,c,99.8,31.33898544,345.7479043,345.7479043,1800,27
Kscop,5,NADP-ME,604.2395022,32.3644677,c,99.8,31.23399734,604.2395022,604.2395022,1800,27
Kscop,5,NADP-ME,961.6198846,36.37142012,c,99.8,31.60278511,961.6198846,961.6198846,1800,27
Kscop,5,NADP-ME,1508.667107,42.28709807,c,99.8,31.3180027,1508.667107,1508.667107,1800,27
Pami,1,NADP-ME,10.40882397,3.13441663,d,100.1,31.85920906,10.40882397,10.40882397,1800,28
Pami,1,NADP-ME,14.72197023,4.885854048,d,100.1,31.84926224,14.72197023,14.72197023,1800,28
Pami,1,NADP-ME,18.76279181,6.535662309,d,100.1,31.85074615,18.76279181,18.76279181,1800,28
Pami,1,NADP-ME,22.34717714,8.235156264,d,100.1,31.86559105,22.34717714,22.34717714,1800,28
Pami,1,NADP-ME,26.7305938,9.510369785,d,100.1,31.87908173,26.7305938,26.7305938,1800,28
Pami,1,NADP-ME,36.36875783,13.08445458,d,100.1,31.90300941,36.36875783,36.36875783,1800,28
Pami,1,NADP-ME,47.75705592,15.72232786,d,100.1,31.93492317,47.75705592,47.75705592,1800,28
Pami,1,NADP-ME,69.22469775,20.86106077,d,100.1,31.97816086,69.22469775,69.22469775,1800,28
Pami,1,NADP-ME,88.44907267,24.66431974,d,100.1,32.03539658,88.44907267,88.44907267,1800,28
Pami,1,NADP-ME,137.6022375,30.15157962,d,100.1,32.1026535,137.6022375,137.6022375,1800,28
Pami,1,NADP-ME,190.1611637,32.68722655,d,100.1,32.1473732,190.1611637,190.1611637,1800,28
Pami,1,NADP-ME,203.8376651,33.9627465,d,100.1,32.14220428,203.8376651,203.8376651,1800,28
Pami,1,NADP-ME,430.9238061,37.71142148,d,100.1,32.09356308,430.9238061,430.9238061,1800,28
Pami,1,NADP-ME,808.6274699,40.13280357,d,100.1,31.96949005,808.6274699,808.6274699,1800,28
