Species ,Biorep,Subtype,Ci ,A,Pairing,Pressure,Temp,Ci_p,Cm,Qobs,Plant
Pami,1,NADP-ME,1204.133212,42.36517453,d,100.1,31.89966393,1204.133212,1204.133212,1800,28
Pami,2,NADP-ME,11.25533118,4.573111111,d,100.1,31.27022362,11.25533118,11.25533118,1800,29
Pami,2,NADP-ME,12.99911039,1.718925642,d,100.1,31.2865715,12.99911039,12.99911039,1800,29
Pami,2,NADP-ME,13.59731533,6.789201394,d,100.1,31.29714775,13.59731533,13.59731533,1800,29
Pami,2,NADP-ME,15.92261292,9.278151614,d,100.1,31.28786278,15.92261292,15.92261292,1800,29
Pami,2,NADP-ME,19.80890129,11.25932028,d,100.1,31.28535461,19.80890129,19.80890129,1800,29
Pami,2,NADP-ME,29.54132996,15.67607685,d,100.1,31.28885269,29.54132996,29.54132996,1800,29
Pami,2,NADP-ME,40.26246806,19.64678014,d,100.1,31.33164406,40.26246806,40.26246806,1800,29
Pami,2,NADP-ME,66.87820885,25.43069694,d,100.1,31.36818504,66.87820885,66.87820885,1800,29
Pami,2,NADP-ME,94.62789352,30.23007871,d,100.1,31.39523506,94.62789352,94.62789352,1800,29
Pami,2,NADP-ME,150.5175357,36.02386278,d,100.1,31.41232872,150.5175357,150.5175357,1800,29
Pami,2,NADP-ME,156.9223997,35.40191013,d,100.1,31.45719528,156.9223997,156.9223997,1800,29
Pami,2,NADP-ME,215.8797663,37.67451096,d,100.1,31.46392822,215.8797663,215.8797663,1800,29
Pami,2,NADP-ME,422.3889024,40.76548157,d,100.1,31.50440025,422.3889024,422.3889024,1800,29
Pami,2,NADP-ME,671.5105071,42.24555023,d,100.1,31.52783394,671.5105071,671.5105071,1800,29
Pami,2,NADP-ME,896.5100526,43.06436223,d,100.1,31.57824707,896.5100526,896.5100526,1800,29
Pami,3,NADP-ME,11.18082433,1.309812825,d,100.15,30.32620811,11.18082433,11.18082433,1800,30
Pami,3,NADP-ME,16.17834534,3.713705435,d,100.15,30.36768341,16.17834534,16.17834534,1800,30
Pami,3,NADP-ME,21.60623272,5.88723536,d,100.15,30.38195038,21.60623272,21.60623272,1800,30
Pami,3,NADP-ME,27.56732781,7.796320227,d,100.15,30.44421387,27.56732781,27.56732781,1800,30
Pami,3,NADP-ME,32.44373558,9.752119896,d,100.15,30.49446678,32.44373558,32.44373558,1800,30
Pami,3,NADP-ME,43.84751581,13.35309142,d,100.15,30.81524849,43.84751581,43.84751581,1800,30
Pami,3,NADP-ME,53.57684095,16.88668845,d,100.15,30.55023384,53.57684095,53.57684095,1800,30
Pami,3,NADP-ME,64.70989032,19.39328578,d,100.15,30.48818398,64.70989032,64.70989032,1800,30
Pami,3,NADP-ME,85.12166541,24.62228415,d,100.15,30.52834702,85.12166541,85.12166541,1800,30
Pami,3,NADP-ME,111.8629253,31.02939718,d,100.15,30.489748,111.8629253,111.8629253,1800,30
Pami,3,NADP-ME,168.826638,40.72469176,d,100.15,30.5243454,168.826638,168.826638,1800,30
Pami,3,NADP-ME,262.2528512,45.96470146,d,100.15,30.56725693,262.2528512,262.2528512,1800,30
Pami,3,NADP-ME,271.8907405,48.50528649,d,100.15,30.58529091,271.8907405,271.8907405,1800,30
Pami,3,NADP-ME,529.48776,50.06357284,d,100.15,30.61839104,529.48776,529.48776,1800,30
Pami,3,NADP-ME,918.6407211,52.50502035,d,100.15,30.64313698,918.6407211,918.6407211,1800,30
Pami,3,NADP-ME,1512.310502,58.99757911,d,100.15,30.69803619,1512.310502,1512.310502,1800,30
Pami,4,NADP-ME,11.75282243,4.777386346,d,101.3,30.31088638,11.75282243,11.75282243,1800,31
Pami,4,NADP-ME,11.9291853,2.008366978,d,101.3,30.37459373,11.9291853,11.9291853,1800,31
Pami,4,NADP-ME,15.95181623,6.813888373,d,101.3,30.36630821,15.95181623,15.95181623,1800,31
Pami,4,NADP-ME,20.83670917,8.677303884,d,101.3,30.40733719,20.83670917,20.83670917,1800,31
Pami,4,NADP-ME,24.65878534,10.68727995,d,101.3,30.43061829,24.65878534,24.65878534,1800,31
Pami,4,NADP-ME,35.79019044,14.72787799,d,101.3,30.45698166,35.79019044,35.79019044,1800,31
Pami,4,NADP-ME,46.86457162,18.510795,d,101.3,30.49736786,46.86457162,46.86457162,1800,31
Pami,4,NADP-ME,72.41949938,24.76603198,d,101.3,30.51806641,72.41949938,72.41949938,1800,31
Pami,4,NADP-ME,98.733827,30.06412865,d,101.3,30.54767799,98.733827,98.733827,1800,31
Pami,4,NADP-ME,165.7072627,36.45594518,d,101.3,30.57031441,165.7072627,165.7072627,1800,31
Pami,4,NADP-ME,190.6197665,40.20620137,d,101.3,30.59831429,190.6197665,190.6197665,1800,31
Pami,4,NADP-ME,237.352151,39.91596031,d,101.3,30.63348198,237.352151,237.352151,1800,31
Pami,4,NADP-ME,490.3309712,42.67782383,d,101.3,30.64679718,490.3309712,490.3309712,1800,31
Pami,4,NADP-ME,829.5165751,44.27089528,d,101.3,30.66710854,829.5165751,829.5165751,1800,31
Pami,4,NADP-ME,1156.127247,45.56654516,d,101.3,30.70208359,1156.127247,1156.127247,1800,31
Pami,5,NADP-ME,7.274020062,4.987417832,d,101.4,31.46378899,7.274020062,7.274020062,1800,32
Pami,5,NADP-ME,10.56996875,7.45863306,d,101.4,31.45819092,10.56996875,10.56996875,1800,32
Pami,5,NADP-ME,13.91454203,9.843571141,d,101.4,31.42632675,13.91454203,13.91454203,1800,32
Pami,5,NADP-ME,17.36612255,12.11805667,d,101.4,31.38538742,17.36612255,17.36612255,1800,32
Pami,5,NADP-ME,20.99003301,14.05413316,d,101.4,31.34896088,20.99003301,20.99003301,1800,32
Pami,5,NADP-ME,29.6594607,19.03057791,d,101.4,31.32697105,29.6594607,29.6594607,1800,32
Pami,5,NADP-ME,37.81702538,23.11467729,d,101.4,31.29970169,37.81702538,37.81702538,1800,32
Pami,5,NADP-ME,59.36492525,29.30353349,d,101.4,31.29278564,59.36492525,59.36492525,1800,32
Pami,5,NADP-ME,79.99099321,32.36663321,d,101.4,31.3082695,79.99099321,79.99099321,1800,32
Pami,5,NADP-ME,129.761979,36.10753318,d,101.4,31.30121422,129.761979,129.761979,1800,32
Pami,5,NADP-ME,141.4130806,35.82516817,d,101.4,31.33522987,141.4130806,141.4130806,1800,32
Pami,5,NADP-ME,158.685161,38.203659,d,101.4,31.3459034,158.685161,158.685161,1800,32
Pami,5,NADP-ME,263.2832205,37.40651371,d,101.4,31.32900429,263.2832205,263.2832205,1800,32
Pami,5,NADP-ME,547.4809184,40.82096835,d,101.4,31.22682953,547.4809184,547.4809184,1800,32
Pami,5,NADP-ME,1037.633594,44.46766046,d,101.4,31.19690895,1037.633594,1037.633594,1800,32
Pcap,1,NAD-ME,3.303523953,0.692571917,e,99.3,30.70967674,3.303523953,3.303523953,1800,33
Pcap,1,NAD-ME,6.711349944,2.193584349,e,99.3,30.76062012,6.711349944,6.711349944,1800,33
Pcap,1,NAD-ME,10.24235047,4.486885618,e,99.3,30.83006096,10.24235047,10.24235047,1800,33
Pcap,1,NAD-ME,14.35477362,6.544914775,e,99.3,30.89128304,14.35477362,14.35477362,1800,33
Pcap,1,NAD-ME,17.91461414,8.766258818,e,99.3,30.92362404,17.91461414,17.91461414,1800,33
Pcap,1,NAD-ME,21.294356,10.79246184,e,99.3,30.90679169,21.294356,21.294356,1800,33
Pcap,1,NAD-ME,27.92387396,14.89441055,e,99.3,30.88977432,27.92387396,27.92387396,1800,33
Pcap,1,NAD-ME,34.88131134,18.47831937,e,99.3,30.81574821,34.88131134,34.88131134,1800,33
Pcap,1,NAD-ME,40.93093704,21.61195697,e,99.3,30.75123978,40.93093704,40.93093704,1800,33
Pcap,1,NAD-ME,54.9281378,27.37583813,e,99.3,30.75656509,54.9281378,54.9281378,1800,33
Pcap,1,NAD-ME,74.93045265,33.57556229,e,99.3,30.71990776,74.93045265,74.93045265,1800,33
Pcap,1,NAD-ME,129.1933561,41.72045619,e,99.3,30.72850418,129.1933561,129.1933561,1800,33
Pcap,1,NAD-ME,218.9694375,43.6397459,e,99.3,30.73401451,218.9694375,218.9694375,1800,33
Pcap,1,NAD-ME,219.1446011,44.41176805,e,99.3,30.79220963,219.1446011,219.1446011,1800,33
Pcap,1,NAD-ME,480.2720447,44.68020694,e,99.3,30.78714943,480.2720447,480.2720447,1800,33
Pcap,1,NAD-ME,850.1246765,45.35839273,e,99.3,30.74897194,850.1246765,850.1246765,1800,33
Pcap,1,NAD-ME,1420.263213,47.13155079,e,99.3,30.81095123,1420.263213,1420.263213,1800,33
Pcap,2,NAD-ME,2.380525209,1.069640825,e,99.5,30.9396286,2.380525209,2.380525209,1800,34
Pcap,2,NAD-ME,5.228985336,2.787596601,e,99.5,30.92346191,5.228985336,5.228985336,1800,34
Pcap,2,NAD-ME,8.611553262,5.265317246,e,99.5,30.91295624,8.611553262,8.611553262,1800,34
Pcap,2,NAD-ME,11.90126361,7.753640184,e,99.5,30.90528297,11.90126361,11.90126361,1800,34
Pcap,2,NAD-ME,14.66041986,10.30774578,e,99.5,30.90756989,14.66041986,14.66041986,1800,34
Pcap,2,NAD-ME,17.07800067,12.80640526,e,99.5,30.89363861,17.07800067,17.07800067,1800,34
Pcap,2,NAD-ME,22.42985498,17.60760355,e,99.5,30.90016937,22.42985498,22.42985498,1800,34
Pcap,2,NAD-ME,27.26206077,21.97052991,e,99.5,30.92638397,27.26206077,27.26206077,1800,34
Pcap,2,NAD-ME,33.2270483,25.16476713,e,99.5,30.94466591,33.2270483,33.2270483,1800,34
Pcap,2,NAD-ME,44.84452485,31.38566368,e,99.5,30.97921371,44.84452485,44.84452485,1800,34
Pcap,2,NAD-ME,61.68970274,37.89653342,e,99.5,31.02446747,61.68970274,61.68970274,1800,34
Pcap,2,NAD-ME,106.4074203,46.00257078,e,99.5,31.06374931,106.4074203,106.4074203,1800,34
Pcap,2,NAD-ME,168.6366296,48.48314036,e,99.5,31.0761776,168.6366296,168.6366296,1800,34
Pcap,2,NAD-ME,179.6617839,48.97908387,e,99.5,31.15683937,179.6617839,179.6617839,1800,34
Pcap,2,NAD-ME,374.8092013,50.29880937,e,99.5,31.14303017,374.8092013,374.8092013,1800,34
Pcap,2,NAD-ME,722.6700374,51.00480079,e,99.5,31.0896225,722.6700374,722.6700374,1800,34
Pcap,2,NAD-ME,1311.288798,52.2820271,e,99.5,30.9980011,1311.288798,1311.288798,1800,34
Pcap,3,NAD-ME,2.779353064,1.039903107,e,100.6,30.16709137,2.779353064,2.779353064,1800,35
Pcap,3,NAD-ME,5.170225818,3.23230053,e,100.6,30.09301376,5.170225818,5.170225818,1800,35
Pcap,3,NAD-ME,8.613262259,6.059359618,e,100.6,30.09210777,8.613262259,8.613262259,1800,35
Pcap,3,NAD-ME,11.71306037,8.950716222,e,100.6,30.1116066,11.71306037,11.71306037,1800,35
Pcap,3,NAD-ME,15.65824322,11.99625082,e,100.6,29.85734367,15.65824322,15.65824322,1800,35
Pcap,3,NAD-ME,16.99336082,14.68881778,e,100.6,30.08066559,16.99336082,16.99336082,1800,35
Pcap,3,NAD-ME,22.84095451,20.10063982,e,100.6,30.07780838,22.84095451,22.84095451,1800,35
Pcap,3,NAD-ME,29.22504721,24.97932186,e,100.6,30.0524559,29.22504721,29.22504721,1800,35
Pcap,3,NAD-ME,35.01685681,29.18094852,e,100.6,30.069767,35.01685681,35.01685681,1800,35
Pcap,3,NAD-ME,48.28282353,37.40733898,e,100.6,29.99768257,48.28282353,48.28282353,1800,35
Pcap,3,NAD-ME,73.36564448,45.48407049,e,100.6,29.89089775,73.36564448,73.36564448,1800,35
Pcap,3,NAD-ME,134.7446799,51.61758368,e,100.6,30.10849953,134.7446799,134.7446799,1800,35
Pcap,3,NAD-ME,209.4562914,52.95873376,e,100.6,30.10926437,209.4562914,209.4562914,1800,35
Pcap,3,NAD-ME,229.2187327,52.77585932,e,100.6,30.08916664,229.2187327,229.2187327,1800,35
Pcap,3,NAD-ME,485.7856334,53.79809456,e,100.6,30.07484055,485.7856334,485.7856334,1800,35
Pcap,3,NAD-ME,848.804597,54.10205612,e,100.6,29.98187637,848.804597,848.804597,1800,35
Pcap,3,NAD-ME,1415.618411,55.25476061,e,100.6,29.97068024,1415.618411,1415.618411,1800,35
Pcap,4,NAD-ME,4.343260673,3.050134384,e,100.35,30.40150261,4.343260673,4.343260673,1800,36
Pcap,4,NAD-ME,6.500210567,4.637040791,e,100.35,30.40970612,6.500210567,6.500210567,1800,36
Pcap,4,NAD-ME,9.328747539,6.962844639,e,100.35,30.40166664,9.328747539,9.328747539,1800,36
Pcap,4,NAD-ME,11.50190986,9.286241145,e,100.35,30.39992332,11.50190986,11.50190986,1800,36
Pcap,4,NAD-ME,14.20353603,11.60024022,e,100.35,30.41224289,14.20353603,14.20353603,1800,36
Pcap,4,NAD-ME,16.52882281,13.85810906,e,100.35,30.41835785,16.52882281,16.52882281,1800,36
Pcap,4,NAD-ME,21.49210624,18.36988601,e,100.35,30.43174362,21.49210624,21.49210624,1800,36
Pcap,4,NAD-ME,26.44943752,22.50432126,e,100.35,30.44735527,26.44943752,26.44943752,1800,36
Pcap,4,NAD-ME,32.08437344,25.913543,e,100.35,30.47748566,32.08437344,32.08437344,1800,36
Pcap,4,NAD-ME,43.55407508,32.49409762,e,100.35,30.47142029,43.55407508,43.55407508,1800,36
Pcap,4,NAD-ME,59.26164077,39.15052529,e,100.35,30.57322502,59.26164077,59.26164077,1800,36
Pcap,4,NAD-ME,103.3199272,47.78978996,e,100.35,30.63221359,103.3199272,103.3199272,1800,36
Pcap,4,NAD-ME,173.0584705,50.14910453,e,100.35,30.69301796,173.0584705,173.0584705,1800,36
Pcap,4,NAD-ME,189.9105156,50.48636765,e,100.35,30.7219944,189.9105156,189.9105156,1800,36
Pcap,4,NAD-ME,415.236306,51.36078225,e,100.35,30.70171928,415.236306,415.236306,1800,36
Pcap,4,NAD-ME,779.5898964,51.9784593,e,100.35,30.64974213,779.5898964,779.5898964,1800,36
Pcap,4,NAD-ME,1357.012497,52.7206312,e,100.35,30.55996704,1357.012497,1357.012497,1800,36
Pcap,5,NAD-ME,4.266588579,0.51298598,e,101.4,30.46855354,4.266588579,4.266588579,1800,37
Pcap,5,NAD-ME,7.027932955,2.450217587,e,101.4,30.47229958,7.027932955,7.027932955,1800,37
Pcap,5,NAD-ME,9.953919129,5.345020051,e,101.4,30.46591568,9.953919129,9.953919129,1800,37
Pcap,5,NAD-ME,12.68116988,8.258297832,e,101.4,30.47167587,12.68116988,12.68116988,1800,37
Pcap,5,NAD-ME,15.10777212,11.18024722,e,101.4,30.47877121,15.10777212,15.10777212,1800,37
Pcap,5,NAD-ME,16.15108309,14.38039367,e,101.4,30.48691177,16.15108309,16.15108309,1800,37
Pcap,5,NAD-ME,19.95929025,20.15141322,e,101.4,30.4979229,19.95929025,19.95929025,1800,37
Pcap,5,NAD-ME,24.94761068,24.76997573,e,101.4,30.52105904,24.94761068,24.94761068,1800,37
Pcap,5,NAD-ME,29.87303383,28.56019288,e,101.4,30.48675728,29.87303383,29.87303383,1800,37
Pcap,5,NAD-ME,39.99833243,34.13952102,e,101.4,30.62705994,39.99833243,39.99833243,1800,37
Pcap,5,NAD-ME,56.95212237,39.85311248,e,101.4,30.67887878,56.95212237,56.95212237,1800,37
Pcap,5,NAD-ME,111.4005831,46.95797328,e,101.4,30.44813156,111.4005831,111.4005831,1800,37
Pcap,5,NAD-ME,156.0782012,48.35648026,e,101.4,30.45915413,156.0782012,156.0782012,1800,37
Pcap,5,NAD-ME,170.9331026,48.53506043,e,101.4,30.7752018,170.9331026,170.9331026,1800,37
Pcap,5,NAD-ME,354.8735136,49.71302425,e,101.4,30.89726448,354.8735136,354.8735136,1800,37
Pcap,5,NAD-ME,669.1530219,50.73143921,e,101.4,30.87608528,669.1530219,669.1530219,1800,37
Pcap,5,NAD-ME,1211.795433,52.59202815,e,101.4,30.74311256,1211.795433,1211.795433,1800,37
Pole,1,NAD-ME,4.568484499,0.632277965,d,100.1,30.8833065,4.568484499,4.568484499,1800,38
Pole,1,NAD-ME,7.654151988,2.969850926,d,100.1,30.87368965,7.654151988,7.654151988,1800,38
Pole,1,NAD-ME,12.89908929,5.627950403,d,100.1,30.87019348,12.89908929,12.89908929,1800,38
Pole,1,NAD-ME,17.48415944,8.41750792,d,100.1,30.86057854,17.48415944,17.48415944,1800,38
Pole,1,NAD-ME,21.84149037,11.08167469,d,100.1,30.86553574,21.84149037,21.84149037,1800,38
Pole,1,NAD-ME,27.20962115,12.99148099,d,100.1,30.86219978,27.20962115,27.20962115,1800,38
Pole,1,NAD-ME,36.70563024,17.11054178,d,100.1,30.86621284,36.70563024,36.70563024,1800,38
Pole,1,NAD-ME,45.92823429,20.40477562,d,100.1,30.86463928,45.92823429,45.92823429,1800,38
Pole,1,NAD-ME,54.80468779,22.39827443,d,100.1,30.86972809,54.80468779,54.80468779,1800,38
Pole,1,NAD-ME,73.1544031,25.86459516,d,100.1,30.88752174,73.1544031,73.1544031,1800,38
Pole,1,NAD-ME,97.08597912,26.87212498,d,100.1,30.90167809,97.08597912,97.08597912,1800,38
Pole,1,NAD-ME,140.2702329,26.75291814,d,100.1,30.9288311,140.2702329,140.2702329,1800,38
Pole,1,NAD-ME,169.2658132,23.8784879,d,100.1,30.95769501,169.2658132,169.2658132,1800,38
Pole,1,NAD-ME,220.3328193,40.69814627,d,100.1,30.96648598,220.3328193,220.3328193,1800,38
Pole,1,NAD-ME,298.0489574,33.17286245,d,100.1,30.93383408,298.0489574,298.0489574,1800,38
Pole,1,NAD-ME,690.0325379,41.98445012,d,100.1,30.88622856,690.0325379,690.0325379,1800,38
Pole,1,NAD-ME,1374.185446,48.70722468,d,100.1,30.8360672,1374.185446,1374.185446,1800,38
Pole,2,NAD-ME,4.954677391,0.257618241,d,100,30.98873329,4.954677391,4.954677391,1800,39
Pole,2,NAD-ME,8.953922999,1.797531064,d,100,31.01296425,8.953922999,8.953922999,1800,39
Pole,2,NAD-ME,15.30281244,3.405897009,d,100,31.02229118,15.30281244,15.30281244,1800,39
Pole,2,NAD-ME,20.19221571,5.334452818,d,100,31.01400566,20.19221571,20.19221571,1800,39
Pole,2,NAD-ME,25.39149681,6.936933335,d,100,31.01538086,25.39149681,25.39149681,1800,39
Pole,2,NAD-ME,30.75713251,8.06490026,d,100,31.01516724,30.75713251,30.75713251,1800,39
Pole,2,NAD-ME,40.93250756,10.5718711,d,100,31.02785301,40.93250756,40.93250756,1800,39
Pole,2,NAD-ME,51.15276473,12.0899457,d,100,31.05990982,51.15276473,51.15276473,1800,39
Pole,2,NAD-ME,60.84826578,12.87820992,d,100,31.07531357,60.84826578,60.84826578,1800,39
Pole,2,NAD-ME,80.25985943,14.91856843,d,100,31.14019585,80.25985943,80.25985943,1800,39
Pole,2,NAD-ME,165.7023646,25.59336556,d,100,31.13706589,165.7023646,165.7023646,1800,39
Pole,2,NAD-ME,260.9244596,31.69076169,d,100,31.11125183,260.9244596,260.9244596,1800,39
Pole,2,NAD-ME,311.8055647,34.94394259,d,100,31.06665039,311.8055647,311.8055647,1800,39
Pole,2,NAD-ME,547.7030397,35.50880106,d,100,31.00127602,547.7030397,547.7030397,1800,39
Pole,2,NAD-ME,951.9986598,36.79147204,d,100,30.94073677,951.9986598,951.9986598,1800,39
Pole,2,NAD-ME,1552.954927,40.86438304,d,100,30.87045288,1552.954927,1552.954927,1800,39
Pole,3,NAD-ME,9.452294113,4.292412955,d,101.5,30.31199455,9.452294113,9.452294113,1800,40
Pole,3,NAD-ME,13.44225755,6.851595467,d,101.5,30.26243782,13.44225755,13.44225755,1800,40
Pole,3,NAD-ME,17.14864203,9.627630544,d,101.5,30.22494316,17.14864203,17.14864203,1800,40
Pole,3,NAD-ME,20.80309671,12.67778347,d,101.5,30.21350479,20.80309671,20.80309671,1800,40
Pole,3,NAD-ME,24.03086278,15.53701932,d,101.5,30.22684097,24.03086278,24.03086278,1800,40
Pole,3,NAD-ME,31.86114862,22.092751,d,101.5,30.26243401,31.86114862,31.86114862,1800,40
Pole,3,NAD-ME,39.01764162,27.79343102,d,101.5,30.33291054,39.01764162,39.01764162,1800,40
Pole,3,NAD-ME,58.16169931,36.40777754,d,101.5,30.42601395,58.16169931,58.16169931,1800,40
Pole,3,NAD-ME,78.54503615,41.04598063,d,101.5,30.57042503,78.54503615,78.54503615,1800,40
Pole,3,NAD-ME,144.0628881,45.07333252,d,101.5,30.68640709,144.0628881,144.0628881,1800,40
Pole,3,NAD-ME,171.0270295,46.45624423,d,101.5,30.89180374,171.0270295,171.0270295,1800,40
Pole,3,NAD-ME,182.6172992,46.12806241,d,101.5,31.41804695,182.6172992,182.6172992,1800,40
Pole,3,NAD-ME,189.970422,44.913376,d,101.5,31.64539909,189.970422,189.970422,1800,40
Pole,3,NAD-ME,280.5509934,38.26944892,d,101.5,31.42127037,280.5509934,280.5509934,1800,40
Pole,3,NAD-ME,957.7319686,50.2443924,d,101.5,30.98661423,957.7319686,957.7319686,1800,40
Pole,4,NAD-ME,6.013369667,0.205335769,d,100.7,31.12785339,6.013369667,6.013369667,1800,41
Pole,4,NAD-ME,9.490182158,2.07580124,d,100.7,31.12018967,9.490182158,9.490182158,1800,41
Pole,4,NAD-ME,14.28830123,4.528421801,d,100.7,31.12942886,14.28830123,14.28830123,1800,41
Pole,4,NAD-ME,19.50816577,6.720276501,d,100.7,31.13901711,19.50816577,19.50816577,1800,41
Pole,4,NAD-ME,24.03345318,8.895601237,d,100.7,31.15953064,24.03345318,24.03345318,1800,41
Pole,4,NAD-ME,27.83980243,10.87236897,d,100.7,31.19306183,27.83980243,27.83980243,1800,41
Pole,4,NAD-ME,37.6993652,14.33170263,d,100.7,31.23339462,37.6993652,37.6993652,1800,41
Pole,4,NAD-ME,46.26236217,17.06258521,d,100.7,31.26657486,46.26236217,46.26236217,1800,41
Pole,4,NAD-ME,53.19809433,18.88167839,d,100.7,31.32162285,53.19809433,53.19809433,1800,41
Pole,4,NAD-ME,67.52688735,22.39663876,d,100.7,31.43555069,67.52688735,67.52688735,1800,41
Pole,4,NAD-ME,91.27113401,25.26234904,d,100.7,31.55051231,91.27113401,91.27113401,1800,41
Pole,4,NAD-ME,152.8123977,29.93275817,d,100.7,31.5921936,152.8123977,152.8123977,1800,41
Pole,4,NAD-ME,249.8721773,32.457854,d,100.7,31.55876732,249.8721773,249.8721773,1800,41
Pole,4,NAD-ME,308.4254957,34.23832791,d,100.7,31.46604538,308.4254957,308.4254957,1800,41
Pole,4,NAD-ME,539.5437616,35.30407975,d,100.7,31.67963982,539.5437616,539.5437616,1800,41
Pole,4,NAD-ME,938.4904901,36.85569175,d,100.7,31.6988163,938.4904901,938.4904901,1800,41
Pole,4,NAD-ME,1537.275486,39.9698094,d,100.7,31.184515,1537.275486,1537.275486,1800,41
Pole,5,NAD-ME,11.54656506,2.239536836,d,101.5,30.41431046,11.54656506,11.54656506,1800,42
Pole,5,NAD-ME,14.18298684,4.673696689,d,101.5,30.32704353,14.18298684,14.18298684,1800,42
Pole,5,NAD-ME,17.73943679,7.141554119,d,101.5,30.24771118,17.73943679,17.73943679,1800,42
Pole,5,NAD-ME,20.8155213,10.07891124,d,101.5,30.18422127,20.8155213,20.8155213,1800,42
Pole,5,NAD-ME,24.10350117,12.88720373,d,101.5,30.13788033,24.10350117,24.10350117,1800,42
Pole,5,NAD-ME,32.17175204,18.9262021,d,101.5,30.12260628,32.17175204,32.17175204,1800,42
Pole,5,NAD-ME,40.28111467,23.81856463,d,101.5,30.14575005,40.28111467,40.28111467,1800,42
Pole,5,NAD-ME,57.09579341,31.98390904,d,101.5,30.2059021,57.09579341,57.09579341,1800,42
Pole,5,NAD-ME,72.69317279,36.17561327,d,101.5,30.31192207,72.69317279,72.69317279,1800,42
Pole,5,NAD-ME,107.2844758,41.25753137,d,101.5,30.43226814,107.2844758,107.2844758,1800,42
Pole,5,NAD-ME,114.696767,35.30146633,d,101.5,30.63718224,114.696767,114.696767,1800,42
Pole,5,NAD-ME,125.5797032,42.74379709,d,101.5,30.77937698,125.5797032,125.5797032,1800,42
Pole,5,NAD-ME,190.4839099,30.48385691,d,101.5,30.74520874,190.4839099,190.4839099,1800,42
Pole,5,NAD-ME,459.2038606,39.82717972,d,101.5,30.70171547,459.2038606,459.2038606,1800,42
Pole,5,NAD-ME,956.5897671,47.48203454,d,101.5,30.52356911,956.5897671,956.5897671,1800,42
Svir,1,NADP-ME,4.34020338,0.560168927,e,99.85,30.29672623,4.34020338,4.34020338,1800,43
Svir,1,NADP-ME,6.895832191,2.304194292,e,99.85,30.27760315,6.895832191,6.895832191,1800,43
Svir,1,NADP-ME,10.46124087,4.571034652,e,99.85,30.26491356,10.46124087,10.46124087,1800,43
Svir,1,NADP-ME,14.20201165,6.734055364,e,99.85,30.24101448,14.20201165,14.20201165,1800,43
