Species ,Biorep,Subtype,Ci ,A,Pairing,Pressure,Temp,Ci_p,Cm,Qobs,Plant
Svir,1,NADP-ME,17.9119022,8.833315657,e,99.85,30.22604942,17.9119022,17.9119022,1800,43
Svir,1,NADP-ME,22.01875915,10.67940885,e,99.85,30.21007347,22.01875915,22.01875915,1800,43
Svir,1,NADP-ME,29.20414651,14.76857496,e,99.85,30.19341469,29.20414651,29.20414651,1800,43
Svir,1,NADP-ME,35.31524467,18.86871334,e,99.85,30.16965866,35.31524467,35.31524467,1800,43
Svir,1,NADP-ME,41.27615646,22.52301413,e,99.85,30.16197395,41.27615646,41.27615646,1800,43
Svir,1,NADP-ME,53.88795096,28.82819999,e,99.85,30.1575737,53.88795096,53.88795096,1800,43
Svir,1,NADP-ME,74.02902037,34.37967826,e,99.85,30.15976715,74.02902037,74.02902037,1800,43
Svir,1,NADP-ME,122.7378397,39.21336367,e,99.85,30.15070724,122.7378397,122.7378397,1800,43
Svir,1,NADP-ME,172.7283023,41.80353369,e,99.85,30.14499283,172.7283023,172.7283023,1800,43
Svir,1,NADP-ME,175.1377397,40.44952532,e,99.85,30.13293839,175.1377397,175.1377397,1800,43
Svir,1,NADP-ME,365.5395498,41.72678608,e,99.85,30.12484169,365.5395498,365.5395498,1800,43
Svir,1,NADP-ME,684.2442191,43.0401265,e,99.85,30.08015633,684.2442191,684.2442191,1800,43
Svir,1,NADP-ME,1241.594621,45.62307747,e,99.85,30.07779884,1241.594621,1241.594621,1800,43
Svir,2,NADP-ME,6.483248407,3.022940066,e,99.8,30.38768578,6.483248407,6.483248407,1800,44
Svir,2,NADP-ME,8.914688732,4.879884986,e,99.8,30.39352226,8.914688732,8.914688732,1800,44
Svir,2,NADP-ME,12.68725374,7.009687574,e,99.8,30.38024521,12.68725374,12.68725374,1800,44
Svir,2,NADP-ME,15.39647325,9.639782381,e,99.8,30.37374115,15.39647325,15.39647325,1800,44
Svir,2,NADP-ME,18.52734084,11.85046249,e,99.8,30.562006,18.52734084,18.52734084,1800,44
Svir,2,NADP-ME,21.50495351,14.26338817,e,99.8,30.56000519,21.50495351,21.50495351,1800,44
Svir,2,NADP-ME,27.12866178,19.24903437,e,99.8,30.52472687,27.12866178,27.12866178,1800,44
Svir,2,NADP-ME,34.16598359,23.92060658,e,99.8,30.37532806,34.16598359,34.16598359,1800,44
Svir,2,NADP-ME,40.15185072,27.70057508,e,99.8,30.38064766,40.15185072,40.15185072,1800,44
Svir,2,NADP-ME,54.56968843,34.06516655,e,99.8,30.40556717,54.56968843,54.56968843,1800,44
Svir,2,NADP-ME,73.73469633,39.40749283,e,99.8,30.45782852,73.73469633,73.73469633,1800,44
Svir,2,NADP-ME,122.5286424,42.87444916,e,99.8,30.51074791,122.5286424,122.5286424,1800,44
Svir,2,NADP-ME,177.8552094,43.69857663,e,99.8,30.56233215,177.8552094,177.8552094,1800,44
Svir,2,NADP-ME,188.2777766,45.0732192,e,99.8,30.59046173,188.2777766,188.2777766,1800,44
Svir,2,NADP-ME,382.6876417,44.76823639,e,99.8,30.91600418,382.6876417,382.6876417,1800,44
Svir,2,NADP-ME,739.9563862,46.07704357,e,99.8,30.87818146,739.9563862,739.9563862,1800,44
Svir,2,NADP-ME,1317.53979,49.20132862,e,99.8,30.75746155,1317.53979,1317.53979,1800,44
Svir,4,NADP-ME,11.86049252,6.388568752,e,99.25,30.92576218,11.86049252,11.86049252,1800,45
Svir,4,NADP-ME,12.67924763,7.927865173,e,99.25,31.05919838,12.67924763,12.67924763,1800,45
Svir,4,NADP-ME,17.03439941,9.525978872,e,99.25,30.9045372,17.03439941,17.03439941,1800,45
Svir,4,NADP-ME,18.60685976,11.80534267,e,99.25,30.88518333,18.60685976,18.60685976,1800,45
Svir,4,NADP-ME,23.80848375,12.89970191,e,99.25,30.86646461,23.80848375,23.80848375,1800,45
Svir,4,NADP-ME,26.89579584,14.65236021,e,99.25,30.86882591,26.89579584,26.89579584,1800,45
Svir,4,NADP-ME,31.34650313,19.06554944,e,99.25,30.86698341,31.34650313,31.34650313,1800,45
Svir,4,NADP-ME,34.83962641,23.61003725,e,99.25,30.84698105,34.83962641,34.83962641,1800,45
Svir,4,NADP-ME,38.68666,27.67650938,e,99.25,30.82897758,38.68666,38.68666,1800,45
Svir,4,NADP-ME,46.76401822,34.81036684,e,99.25,30.82945251,46.76401822,46.76401822,1800,45
Svir,4,NADP-ME,62.43951707,40.84659888,e,99.25,30.84646225,62.43951707,62.43951707,1800,45
Svir,4,NADP-ME,97.26336599,45.67946776,e,99.25,30.82893944,97.26336599,97.26336599,1800,45
Svir,4,NADP-ME,132.5427246,49.08663437,e,99.25,30.82230759,132.5427246,132.5427246,1800,45
Svir,4,NADP-ME,145.6652745,47.49924974,e,99.25,30.78882599,145.6652745,145.6652745,1800,45
Svir,4,NADP-ME,310.6561275,49.31800888,e,99.25,30.74944115,310.6561275,310.6561275,1800,45
Svir,4,NADP-ME,575.0296992,50.37236676,e,99.25,30.76080132,575.0296992,575.0296992,1800,45
Svir,4,NADP-ME,1069.894561,54.77317921,e,99.25,30.73042107,1069.894561,1069.894561,1800,45
Svir,5,NADP-ME,7.041488071,0.037341826,e,99.05,31.32125854,7.041488071,7.041488071,1800,46
Svir,5,NADP-ME,10.45846789,1.600673013,e,99.05,31.24829102,10.45846789,10.45846789,1800,46
Svir,5,NADP-ME,15.06757444,3.713452091,e,99.05,31.23053932,15.06757444,15.06757444,1800,46
Svir,5,NADP-ME,19.93500909,5.679006794,e,99.05,31.22196007,19.93500909,19.93500909,1800,46
Svir,5,NADP-ME,24.92257911,7.547967574,e,99.05,31.22060585,24.92257911,24.92257911,1800,46
Svir,5,NADP-ME,28.4186371,9.690531185,e,99.05,31.21032906,28.4186371,28.4186371,1800,46
Svir,5,NADP-ME,36.75231052,13.64875607,e,99.05,31.20098877,36.75231052,36.75231052,1800,46
Svir,5,NADP-ME,45.8194387,16.93290224,e,99.05,31.19249153,45.8194387,45.8194387,1800,46
Svir,5,NADP-ME,53.22948301,20.09699813,e,99.05,31.19714928,53.22948301,53.22948301,1800,46
Svir,5,NADP-ME,67.78059256,26.20432256,e,99.05,31.17881012,67.78059256,67.78059256,1800,46
Svir,5,NADP-ME,86.23941067,31.92940076,e,99.05,31.18592072,86.23941067,86.23941067,1800,46
Svir,5,NADP-ME,133.1162149,37.97262615,e,99.05,31.18479919,133.1162149,133.1162149,1800,46
Svir,5,NADP-ME,185.4431508,41.66985318,e,99.05,31.32823372,185.4431508,185.4431508,1800,46
Svir,5,NADP-ME,187.4149019,39.89788073,e,99.05,31.16893578,187.4149019,187.4149019,1800,46
Svir,5,NADP-ME,404.6134288,41.38499599,e,99.05,31.15409851,404.6134288,404.6134288,1800,46
Svir,5,NADP-ME,749.9602278,43.24583958,e,99.05,31.1527462,749.9602278,749.9602278,1800,46
Svir,5,NADP-ME,1303.107263,46.73981976,e,99.05,31.11897469,1303.107263,1303.107263,1800,46
Svir ,3,NADP-ME,4.599177959,0.730871662,e,99.4,30.24817085,4.599177959,4.599177959,1800,47
Svir ,3,NADP-ME,6.029031583,2.436608394,e,99.4,30.51890945,6.029031583,6.029031583,1800,47
Svir ,3,NADP-ME,9.619048565,4.382009667,e,99.4,30.50485229,9.619048565,9.619048565,1800,47
Svir ,3,NADP-ME,12.09541087,6.578719393,e,99.4,30.4864502,12.09541087,12.09541087,1800,47
Svir ,3,NADP-ME,14.56255969,8.740220943,e,99.4,30.46106339,14.56255969,14.56255969,1800,47
Svir ,3,NADP-ME,17.32505681,10.61134077,e,99.4,30.43752098,17.32505681,17.32505681,1800,47
Svir ,3,NADP-ME,25.48249141,14.60506372,e,99.4,30.1077137,25.48249141,25.48249141,1800,47
Svir ,3,NADP-ME,27.86365965,18.1097881,e,99.4,30.42433167,27.86365965,27.86365965,1800,47
Svir ,3,NADP-ME,32.04960969,21.37840434,e,99.4,30.41628456,32.04960969,32.04960969,1800,47
Svir ,3,NADP-ME,44.65383163,27.97866609,e,99.4,30.06568909,44.65383163,44.65383163,1800,47
Svir ,3,NADP-ME,56.59343366,32.72918762,e,99.4,30.30972672,56.59343366,56.59343366,1800,47
Svir ,3,NADP-ME,97.81582232,37.90864102,e,99.4,30.30409431,97.81582232,97.81582232,1800,47
Svir ,3,NADP-ME,140.19791,39.15948525,e,99.4,30.47769737,140.19791,140.19791,1800,47
Svir ,3,NADP-ME,141.6653775,41.51807993,e,99.4,30.48565674,141.6653775,141.6653775,1800,47
Svir ,3,NADP-ME,319.9600571,40.25259986,e,99.4,30.48033333,319.9600571,319.9600571,1800,47
Svir ,3,NADP-ME,621.7896834,41.90747687,e,99.4,30.45463753,621.7896834,621.7896834,1800,47
Svir ,3,NADP-ME,1110.379984,45.23854068,e,99.4,30.284832,1110.379984,1110.379984,1800,47
Tport,1,NADP-ME,3.438641814,2.487792418,f,101.2,29.89366913,3.438641814,3.438641814,1800,48
Tport,1,NADP-ME,5.451400426,5.37377339,f,101.2,29.8738842,5.451400426,5.451400426,1800,48
Tport,1,NADP-ME,7.678976724,7.952579239,f,101.2,29.87577057,7.678976724,7.678976724,1800,48
Tport,1,NADP-ME,10.26212653,10.34412478,f,101.2,29.93361092,10.26212653,10.26212653,1800,48
Tport,1,NADP-ME,12.99812619,12.68415923,f,101.2,29.92901421,12.99812619,12.99812619,1800,48
Tport,1,NADP-ME,20.60477767,18.33376805,f,101.2,29.91788101,20.60477767,20.60477767,1800,48
Tport,1,NADP-ME,28.28324388,23.91230758,f,101.2,29.89329338,28.28324388,28.28324388,1800,48
Tport,1,NADP-ME,48.00942052,33.40524944,f,101.2,29.88346672,48.00942052,48.00942052,1800,48
Tport,1,NADP-ME,79.02638811,38.83068355,f,101.2,29.85437965,79.02638811,79.02638811,1800,48
Tport,1,NADP-ME,169.1766556,39.9889938,f,101.2,29.89376068,169.1766556,169.1766556,1800,48
Tport,1,NADP-ME,225.3117945,40.15447099,f,101.2,29.91754913,225.3117945,225.3117945,1800,48
Tport,1,NADP-ME,260.7733418,40.59673314,f,101.2,29.93206787,260.7733418,260.7733418,1800,48
Tport,1,NADP-ME,536.1560864,42.46703511,f,101.2,29.93949318,536.1560864,536.1560864,1800,48
Tport,1,NADP-ME,911.0121891,43.4567147,f,101.2,29.96208763,911.0121891,911.0121891,1800,48
Tport,1,NADP-ME,1287.135849,43.66015436,f,101.2,29.9452877,1287.135849,1287.135849,1800,48
Tport,2,NADP-ME,3.968368362,1.890964924,f,101,29.92513847,3.968368362,3.968368362,1800,49
Tport,2,NADP-ME,5.963722916,4.156527507,f,101,29.74487686,5.963722916,5.963722916,1800,49
Tport,2,NADP-ME,9.873793493,6.347806174,f,101,29.88754845,9.873793493,9.873793493,1800,49
Tport,2,NADP-ME,13.07744311,8.568104307,f,101,29.92277145,13.07744311,13.07744311,1800,49
Tport,2,NADP-ME,15.34367036,10.60917261,f,101,29.79897118,15.34367036,15.34367036,1800,49
Tport,2,NADP-ME,22.87212209,15.42166121,f,101,29.89359474,22.87212209,22.87212209,1800,49
Tport,2,NADP-ME,32.47130887,20.35470006,f,101,29.9329319,32.47130887,32.47130887,1800,49
Tport,2,NADP-ME,51.83988534,28.82575273,f,101,29.9343338,51.83988534,51.83988534,1800,49
Tport,2,NADP-ME,79.77135208,35.84549764,f,101,30.02443695,79.77135208,79.77135208,1800,49
Tport,2,NADP-ME,153.4379266,40.5323292,f,101,29.96492004,153.4379266,153.4379266,1800,49
Tport,2,NADP-ME,194.7623242,43.91085343,f,101,29.93394661,194.7623242,194.7623242,1800,49
Tport,2,NADP-ME,231.2930472,42.05611783,f,101,29.97409058,231.2930472,231.2930472,1800,49
Tport,2,NADP-ME,500.9895124,44.24903284,f,101,29.92325592,500.9895124,500.9895124,1800,49
Tport,2,NADP-ME,878.5165477,45.6658717,f,101,29.96387672,878.5165477,878.5165477,1800,49
Tport,2,NADP-ME,1240.263472,46.85595813,f,101,30.14143372,1240.263472,1240.263472,1800,49
Tport,3,NADP-ME,1.893521354,2.030019094,f,100.7,29.86976433,1.893521354,1.893521354,1800,50
Tport,3,NADP-ME,3.959750774,4.685201523,f,100.7,29.85087204,3.959750774,3.959750774,1800,50
Tport,3,NADP-ME,6.375614558,7.054155422,f,100.7,29.86878967,6.375614558,6.375614558,1800,50
Tport,3,NADP-ME,8.528613521,9.435612331,f,100.7,29.8589344,8.528613521,8.528613521,1800,50
Tport,3,NADP-ME,11.15909128,11.65392306,f,100.7,29.87987137,11.15909128,11.15909128,1800,50
Tport,3,NADP-ME,18.43134474,16.8379699,f,100.7,29.89292717,18.43134474,18.43134474,1800,50
Tport,3,NADP-ME,26.16610883,21.84781546,f,100.7,29.87252617,26.16610883,26.16610883,1800,50
Tport,3,NADP-ME,47.26943511,30.14893591,f,100.7,29.86227417,47.26943511,47.26943511,1800,50
Tport,3,NADP-ME,78.31223068,35.23743501,f,100.7,29.88131523,78.31223068,78.31223068,1800,50
Tport,3,NADP-ME,166.8985605,36.95431642,f,100.7,29.89471245,166.8985605,166.8985605,1800,50
Tport,3,NADP-ME,178.1445481,38.85668416,f,100.7,29.89904213,178.1445481,178.1445481,1800,50
Tport,3,NADP-ME,260.1232774,37.77110691,f,100.7,29.89309692,260.1232774,260.1232774,1800,50
Tport,3,NADP-ME,540.2514651,39.14777601,f,100.7,29.89472961,540.2514651,540.2514651,1800,50
Tport,3,NADP-ME,919.4704523,39.87189596,f,100.7,29.93180275,919.4704523,919.4704523,1800,50
Tport,3,NADP-ME,1293.604911,40.28645612,f,100.7,29.98767281,1293.604911,1293.604911,1800,50
Tport,4,NADP-ME,7.757528946,1.78464718,f,99.45,31.12257385,7.757528946,7.757528946,1800,51
Tport,4,NADP-ME,9.712562708,3.866035933,f,99.45,31.14782143,9.712562708,9.712562708,1800,51
Tport,4,NADP-ME,12.79320472,5.651417709,f,99.45,31.04492188,12.79320472,12.79320472,1800,51
Tport,4,NADP-ME,16.4160461,7.375399478,f,99.45,31.00893593,16.4160461,16.4160461,1800,51
Tport,4,NADP-ME,20.46164897,9.13473727,f,99.45,30.99590874,20.46164897,20.46164897,1800,51
Tport,4,NADP-ME,30.65930252,13.09629334,f,99.45,30.98008919,30.65930252,30.65930252,1800,51
Tport,4,NADP-ME,39.70695042,17.30940123,f,99.45,30.94626808,39.70695042,39.70695042,1800,51
Tport,4,NADP-ME,60.47138295,24.5239154,f,99.45,30.93064499,60.47138295,60.47138295,1800,51
Tport,4,NADP-ME,83.22083717,31.04375499,f,99.45,30.92479134,83.22083717,83.22083717,1800,51
Tport,4,NADP-ME,151.6617672,37.90401663,f,99.45,30.92941475,151.6617672,151.6617672,1800,51
Tport,4,NADP-ME,164.9064637,39.83584038,f,99.45,30.93068886,164.9064637,164.9064637,1800,51
Tport,4,NADP-ME,237.6152159,40.38180122,f,99.45,30.94359589,237.6152159,237.6152159,1800,51
Tport,4,NADP-ME,513.3112068,43.07738967,f,99.45,30.97632599,513.3112068,513.3112068,1800,51
Tport,4,NADP-ME,884.1189669,44.36000723,f,99.45,31.04316711,884.1189669,884.1189669,1800,51
Tport,4,NADP-ME,1239.943493,44.97286403,f,99.45,31.1616745,1239.943493,1239.943493,1800,51
Tport,5,NADP-ME,3.532051695,2.626314771,f,100.45,29.8628006,3.532051695,3.532051695,1800,52
Tport,5,NADP-ME,6.154967377,5.564035119,f,100.45,29.88913155,6.154967377,6.154967377,1800,52
Tport,5,NADP-ME,9.792731213,8.043056326,f,100.45,29.85603523,9.792731213,9.792731213,1800,52
Tport,5,NADP-ME,13.8331513,10.5050142,f,100.45,29.87333679,13.8331513,13.8331513,1800,52
Tport,5,NADP-ME,18.04874335,12.84095237,f,100.45,29.862957,18.04874335,18.04874335,1800,52
Tport,5,NADP-ME,30.5822969,17.53310952,f,100.45,29.85219002,30.5822969,30.5822969,1800,52
Tport,5,NADP-ME,43.76214012,21.76978819,f,100.45,29.8706913,43.76214012,43.76214012,1800,52
Tport,5,NADP-ME,74.88845554,28.06747128,f,100.45,29.90095329,74.88845554,74.88845554,1800,52
Tport,5,NADP-ME,111.2902064,32.15962081,f,100.45,29.90597343,111.2902064,111.2902064,1800,52
Tport,5,NADP-ME,194.0634745,35.38148263,f,100.45,29.90975761,194.0634745,194.0634745,1800,52
Tport,5,NADP-ME,237.9294948,41.89102811,f,100.45,29.91935921,237.9294948,237.9294948,1800,52
Tport,5,NADP-ME,275.7673711,37.19269387,f,100.45,30.02407837,275.7673711,275.7673711,1800,52
Tport,5,NADP-ME,554.2241843,39.30956058,f,100.45,29.89798546,554.2241843,554.2241843,1800,52
Tport,5,NADP-ME,915.6427155,41.87377668,f,100.45,29.86637878,915.6427155,915.6427155,1800,52
Tport,5,NADP-ME,1283.81333,42.21976366,f,100.45,29.91747665,1283.81333,1283.81333,1800,52
Zpent,1,NAD-ME,8.337217945,0.768774321,f,100.7,29.86419678,8.337217945,8.337217945,1800,53
Zpent,1,NAD-ME,9.910075708,3.108804308,f,100.7,29.85182381,9.910075708,9.910075708,1800,53
Zpent,1,NAD-ME,11.70235067,5.442509541,f,100.7,29.87961769,11.70235067,11.70235067,1800,53
Zpent,1,NAD-ME,15.17158858,7.543953896,f,100.7,29.94240761,15.17158858,15.17158858,1800,53
Zpent,1,NAD-ME,18.16836725,9.795581231,f,100.7,29.96731949,18.16836725,18.16836725,1800,53
Zpent,1,NAD-ME,27.84273722,14.40225695,f,100.7,29.97901154,27.84273722,27.84273722,1800,53
Zpent,1,NAD-ME,37.76352226,19.24932179,f,100.7,29.9522419,37.76352226,37.76352226,1800,53
Zpent,1,NAD-ME,59.9475358,27.26815443,f,100.7,29.94768715,59.9475358,59.9475358,1800,53
Zpent,1,NAD-ME,95.2507911,31.40331767,f,100.7,29.96375847,95.2507911,95.2507911,1800,53
Zpent,1,NAD-ME,179.7641842,34.553804,f,100.7,29.98228073,179.7641842,179.7641842,1800,53
Zpent,1,NAD-ME,223.939776,37.31321317,f,100.7,30.00745583,223.939776,223.939776,1800,53
Zpent,1,NAD-ME,271.2415277,35.9004838,f,100.7,30.03022575,271.2415277,271.2415277,1800,53
Zpent,1,NAD-ME,547.4548277,38.14082324,f,100.7,30.0512104,547.4548277,547.4548277,1800,53
Zpent,1,NAD-ME,911.7688734,40.52537561,f,100.7,30.0640583,911.7688734,911.7688734,1800,53
Zpent,1,NAD-ME,1264.692139,41.7971555,f,100.7,30.0855751,1264.692139,1264.692139,1800,53
Zpent,2,NAD-ME,7.093848276,0.981868981,f,100.7,29.99495506,7.093848276,7.093848276,1800,54
Zpent,2,NAD-ME,7.447899561,3.774807628,f,100.7,30.01040649,7.447899561,7.447899561,1800,54
Zpent,2,NAD-ME,9.215210387,6.327342441,f,100.7,30.03023911,9.215210387,9.215210387,1800,54
Zpent,2,NAD-ME,11.56819224,8.924063055,f,100.7,30.03593826,11.56819224,11.56819224,1800,54
Zpent,2,NAD-ME,15.16763779,11.12052218,f,100.7,30.03764534,15.16763779,15.16763779,1800,54
Zpent,2,NAD-ME,24.55393713,15.83535071,f,100.7,30.0316925,24.55393713,24.55393713,1800,54
Zpent,2,NAD-ME,36.00488765,19.71230702,f,100.7,30.02962685,36.00488765,36.00488765,1800,54
Zpent,2,NAD-ME,63.53678302,25.21121034,f,100.7,30.03728104,63.53678302,63.53678302,1800,54
Zpent,2,NAD-ME,96.98640021,28.44241804,f,100.7,30.06107521,96.98640021,96.98640021,1800,54
Zpent,2,NAD-ME,178.7611553,30.47181573,f,100.7,30.06814766,178.7611553,178.7611553,1800,54
Zpent,2,NAD-ME,238.392507,35.38614013,f,100.7,30.07416534,238.392507,238.392507,1800,54
Zpent,2,NAD-ME,263.3240855,31.82304246,f,100.7,30.08342361,263.3240855,263.3240855,1800,54
Zpent,2,NAD-ME,531.5548696,34.23885042,f,100.7,30.04886055,531.5548696,531.5548696,1800,54
Zpent,2,NAD-ME,879.7931923,36.50470903,f,100.7,30.07536507,879.7931923,879.7931923,1800,54
Zpent,2,NAD-ME,1187.460011,38.12418724,f,100.7,30.11012077,1187.460011,1187.460011,1800,54
Zpent,3,NAD-ME,12.90972681,2.227748049,f,100.8,30.12076569,12.90972681,12.90972681,1800,55
Zpent,3,NAD-ME,15.19345546,4.643907239,f,100.8,30.05195999,15.19345546,15.19345546,1800,55
Zpent,3,NAD-ME,19.38374267,6.660368117,f,100.8,30.04508018,19.38374267,19.38374267,1800,55
Zpent,3,NAD-ME,23.05859959,8.659595968,f,100.8,30.04106712,23.05859959,23.05859959,1800,55
Zpent,3,NAD-ME,32.98346764,13.24273657,f,100.8,30.06793022,32.98346764,32.98346764,1800,55
Zpent,3,NAD-ME,44.02284011,17.33279824,f,100.8,30.07025719,44.02284011,44.02284011,1800,55
Zpent,3,NAD-ME,65.91811973,25.06878863,f,100.8,30.08960724,65.91811973,65.91811973,1800,55
Zpent,3,NAD-ME,89.6803569,31.56320623,f,100.8,30.08957863,89.6803569,89.6803569,1800,55
Zpent,3,NAD-ME,149.9207941,38.80299321,f,100.8,30.09246445,149.9207941,149.9207941,1800,55
Zpent,3,NAD-ME,193.711975,45.09666965,f,100.8,30.09208488,193.711975,193.711975,1800,55
Zpent,3,NAD-ME,221.1344132,41.58715412,f,100.8,30.10309601,221.1344132,221.1344132,1800,55
Zpent,3,NAD-ME,471.0033901,45.73758732,f,100.8,30.11334229,471.0033901,471.0033901,1800,55
Zpent,3,NAD-ME,792.7991476,48.6421246,f,100.8,30.12196541,792.7991476,792.7991476,1800,55
Zpent,3,NAD-ME,1077.835962,50.85420374,f,100.8,30.14045715,1077.835962,1077.835962,1800,55
Zpent,4,NAD-ME,11.36382625,2.711039614,f,100.9,29.83852005,11.36382625,11.36382625,1800,56
Zpent,4,NAD-ME,13.29914744,5.228063799,f,100.9,29.96832466,13.29914744,13.29914744,1800,56
Zpent,4,NAD-ME,16.39428887,7.544364946,f,100.9,29.94515228,16.39428887,16.39428887,1800,56
Zpent,4,NAD-ME,19.97603985,9.701228386,f,100.9,29.93661118,19.97603985,19.97603985,1800,56
Zpent,4,NAD-ME,29.54185596,14.41971132,f,100.9,29.93746376,29.54185596,29.54185596,1800,56
Zpent,4,NAD-ME,39.33189602,18.56307491,f,100.9,29.94578552,39.33189602,39.33189602,1800,56
Zpent,4,NAD-ME,64.18901852,25.20929097,f,100.9,29.95846176,64.18901852,64.18901852,1800,56
Zpent,4,NAD-ME,97.35977287,29.03707372,f,100.9,29.96476936,97.35977287,97.35977287,1800,56
Zpent,4,NAD-ME,177.3830177,31.70732069,f,100.9,29.95318985,177.3830177,177.3830177,1800,56
Zpent,4,NAD-ME,221.994641,39.81338559,f,100.9,29.97178841,221.994641,221.994641,1800,56
Zpent,4,NAD-ME,258.597921,32.71007391,f,100.9,30.00438499,258.597921,258.597921,1800,56
Zpent,4,NAD-ME,509.8809139,35.85253813,f,100.9,30.02395439,509.8809139,509.8809139,1800,56
Zpent,4,NAD-ME,825.8616004,38.38241731,f,100.9,30.05716896,825.8616004,825.8616004,1800,56
Zpent,4,NAD-ME,1085.231473,40.39061876,f,100.9,30.08151054,1085.231473,1085.231473,1800,56
Zpent,5,NAD-ME,6.511499207,1.034739212,f,101.05,29.98410797,6.511499207,6.511499207,1800,57
Zpent,5,NAD-ME,8.183088912,3.816793268,f,101.05,29.93407822,8.183088912,8.183088912,1800,57
Zpent,5,NAD-ME,10.85654293,6.475823949,f,101.05,29.86249352,10.85654293,10.85654293,1800,57
Zpent,5,NAD-ME,13.53331414,9.015852114,f,101.05,29.86711311,13.53331414,13.53331414,1800,57
Zpent,5,NAD-ME,17.3533889,10.64651745,f,101.05,29.91158676,17.3533889,17.3533889,1800,57
Zpent,5,NAD-ME,25.86296983,14.67059052,f,101.05,29.95005989,25.86296983,25.86296983,1800,57
Zpent,5,NAD-ME,35.75859233,18.48724976,f,101.05,30.02279472,35.75859233,35.75859233,1800,57
Zpent,5,NAD-ME,59.51567975,25.12092119,f,101.05,30.06189919,59.51567975,59.51567975,1800,57
Zpent,5,NAD-ME,91.75083054,29.12057523,f,101.05,30.07469368,91.75083054,91.75083054,1800,57
Zpent,5,NAD-ME,171.4158983,31.72094618,f,101.05,30.09352875,171.4158983,171.4158983,1800,57
Zpent,5,NAD-ME,229.939517,37.74209192,f,101.05,30.11971664,229.939517,229.939517,1800,57
Zpent,5,NAD-ME,249.3209585,32.73101905,f,101.05,30.12702179,249.3209585,249.3209585,1800,57
Zpent,5,NAD-ME,489.6534703,35.02476869,f,101.05,30.14103127,489.6534703,489.6534703,1800,57
Zpent,5,NAD-ME,739.8146579,36.77999316,f,101.05,30.14019775,739.8146579,739.8146579,1800,57
Zpent,5,NAD-ME,839.597734,37.24065072,f,101.05,30.114048,839.597734,839.597734,1800,57
